,Person,1,2,3,4,5,6
9157,9158,candles,potato-products,specialty-bar,waffles,semi-finished-bread,chocolate
9158,9159,spices,frozen-vegetables,softener,packaged-fruit/vegetables,skin-care,pork
9159,9160,white-wine,red/blush-wine,liquor,liquor-(appetizer),packaged-fruit/vegetables,pot-plants
9160,9161,candles,cookware,root-vegetables,oil,UHT-milk,soups
9161,9162,sausage,specialty-bar,instant-coffee,chocolate,soft-cheese,spread-cheese
9162,9163,onions,butter,oil,salt,whole-milk,chicken
9163,9164,frozen-fruits,herbs,root-vegetables,berries,pork,roll-products-
9164,9165,salty-snack,frozen-fruits,white-wine,brandy,misc.-beverages,long-life-bakery-product
9165,9166,flower-(seeds),softener,hair-spray,white-wine,male-cosmetics,bottled-beer
9166,9167,salt,margarine,flour,beef,processed-cheese,frankfurter
9167,9168,bottled-water,pip-fruit,butter-milk,beverages,dessert,brown-bread
9168,9169,hygiene-articles,Instant-food-products,long-life-bakery-product,salt,salty-snack,dishes
9169,9170,packaged-fruit/vegetables,red/blush-wine,whipped/sour-cream,fruit/vegetable-juice,rubbing-alcohol,jam
9170,9171,yogurt,rice,tropical-fruit,domestic-eggs,margarine,pip-fruit
9171,9172,popcorn,specialty-bar,white-wine,liquor-(appetizer),semi-finished-bread,finished-products
9172,9173,pickled-vegetables,other-vegetables,herbs,pork,chicken,domestic-eggs
9173,9174,jam,tropical-fruit,chicken,grapes,herbs,oil
9174,9175,nuts/prunes,cereals,candy,waffles,meat-spreads,pastry
9175,9176,butter,onions,tropical-fruit,fruit/vegetable-juice,curd,oil
9176,9177,waffles,beef,herbs,other-vegetables,pork,oil
9177,9178,processed-cheese,popcorn,sliced-cheese,hard-cheese,spread-cheese,sound-storage-medium
9178,9179,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
9179,9180,pip-fruit,yogurt,pot-plants,misc.-beverages,onions,newspapers
9180,9181,specialty-bar,candy,flour,beverages,meat,long-life-bakery-product
9181,9182,meat,hard-cheese,frozen-fruits,soft-cheese,frankfurter,spread-cheese
9182,9183,beef,onions,sugar,chicken,roll-products-,margarine
9183,9184,meat,frankfurter,soft-cheese,frozen-dessert,beef,herbs
9184,9185,berries,candles,oil,other-vegetables,yogurt,soups
9185,9186,soft-cheese,curd,hard-cheese,baking-powder,hygiene-articles,root-vegetables
9186,9187,curd,citrus-fruit,cream-cheese-,specialty-cheese,onions,whipped/sour-cream
9187,9188,red/blush-wine,liquor-(appetizer),liquor,tea,shopping-bags,bottled-water
9188,9189,frankfurter,sausage,spread-cheese,newspapers,soda,tidbits
9189,9190,flour,baking-powder,salt,tea,pudding-powder,roll-products-
9190,9191,male-cosmetics,popcorn,shopping-bags,white-wine,sliced-cheese,liquor-(appetizer)
9191,9192,instant-coffee,frozen-dessert,beef,herbs,chicken,pork
9192,9193,candles,potato-products,specialty-bar,waffles,semi-finished-bread,chocolate
9193,9194,white-wine,male-cosmetics,bottled-beer,UHT-milk,misc.-beverages,soda
9194,9195,chewing-gum,ice-cream,popcorn,cake-bar,coffee,misc.-beverages
9195,9196,citrus-fruit,beverages,butter-milk,frozen-meals,cream-cheese-,curd
9196,9197,sound-storage-medium,chocolate,waffles,specialty-chocolate,candles,meat-spreads
9197,9198,candles,roll-products-,pip-fruit,specialty-fat,potato-products,specialty-bar
9198,9199,canned-fruit,oil,butter,hygiene-articles,UHT-milk,onions
9199,9200,margarine,skin-care,condensed-milk,pastry,tropical-fruit,beef
9200,9201,white-wine,condensed-milk,misc.-beverages,canned-beer,chewing-gum,UHT-milk
9201,9202,curd,seasonal-products,frozen-fish,pip-fruit,instant-coffee,baking-powder
9202,9203,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
9203,9204,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
9204,9205,nuts/prunes,liquor-(appetizer),dental-care,vinegar,cream,ice-cream
9205,9206,whipped/sour-cream,hygiene-articles,curd,citrus-fruit,root-vegetables,onions
9206,9207,margarine,fruit/vegetable-juice,soft-cheese,butter-milk,specialty-cheese,newspapers
9207,9208,shopping-bags,ice-cream,pork,canned-beer,sausage,specialty-bar
9208,9209,make-up-remover,misc.-beverages,white-wine,chewing-gum,bottled-beer,condensed-milk
9209,9210,packaged-fruit/vegetables,frozen-vegetables,pork,waffles,flower-(seeds),hamburger-meat
9210,9211,condensed-milk,cling-film/bags,spices,kitchen-towels,UHT-milk,frozen-vegetables
9211,9212,vinegar,flower-(seeds),sausage,beef,frozen-vegetables,pork
9212,9213,red/blush-wine,liquor,bottled-water,white-wine,brandy,prosecco
9213,9214,domestic-eggs,oil,beef,herbs,pork,chicken
9214,9215,nuts/prunes,liquor-(appetizer),dental-care,ice-cream,male-cosmetics,instant-coffee
9215,9216,whole-milk,yogurt,cream-cheese-,hard-cheese,processed-cheese,spread-cheese
9216,9217,liquor,canned-beer,frankfurter,meat,sliced-cheese,spread-cheese
9217,9218,candy,chocolate-marshmallow,specialty-bar,cooking-chocolate,long-life-bakery-product,nut-snack
9218,9219,canned-beer,white-wine,brandy,specialty-chocolate,liquor,coffee
9219,9220,nuts/prunes,liquor-(appetizer),dental-care,ice-cream,male-cosmetics,instant-coffee
9220,9221,hard-cheese,soft-cheese,herbs,sliced-cheese,chicken,domestic-eggs
9221,9222,nuts/prunes,ready-soups,instant-coffee,frankfurter,sausage,spread-cheese
9222,9223,pastry,chewing-gum,bottled-water,cake-bar,rolls/buns,shopping-bags
9223,9224,white-wine,canned-beer,spread-cheese,chewing-gum,processed-cheese,misc.-beverages
9224,9225,white-wine,bottled-beer,misc.-beverages,canned-beer,UHT-milk,chewing-gum
9225,9226,chocolate,specialty-chocolate,pork,skin-care,sausage,shopping-bags
9226,9227,canned-beer,white-wine,brandy,specialty-chocolate,liquor,coffee
9227,9228,white-wine,red/blush-wine,liquor,prosecco,male-cosmetics,UHT-milk
9228,9229,herbs,beef,packaged-fruit/vegetables,onions,other-vegetables,rice
9229,9230,canned-beer,spread-cheese,spices,frozen-vegetables,soda,soft-cheese
9230,9231,nuts/prunes,liquor-(appetizer),spices,frozen-vegetables,dental-care,softener
9231,9232,pip-fruit,frozen-vegetables,beef,onions,hard-cheese,white-bread
9232,9233,white-wine,misc.-beverages,red/blush-wine,canned-beer,liquor,dessert
9233,9234,frankfurter,sausage,spread-cheese,newspapers,soda,tidbits
9234,9235,root-vegetables,onions,dishes,pork,specialty-cheese,chicken
9235,9236,grapes,citrus-fruit,root-vegetables,butter-milk,whipped/sour-cream,cream-cheese-
9236,9237,chocolate-marshmallow,specialty-bar,kitchen-utensil,snack-products,chocolate,tidbits
9237,9238,mustard,shopping-bags,liqueur,meat,red/blush-wine,white-wine
9238,9239,berries,curd,instant-coffee,cream-cheese-,soft-cheese,whole-milk
9239,9240,liquor,white-wine,candy,specialty-bar,red/blush-wine,liquor-(appetizer)
9240,9241,white-wine,male-cosmetics,bottled-beer,UHT-milk,misc.-beverages,soda
9241,9242,kitchen-utensil,packaged-fruit/vegetables,whipped/sour-cream,grapes,fish,bathroom-cleaner
9242,9243,chocolate-marshmallow,waffles,specialty-chocolate,finished-products,sound-storage-medium,candles
9243,9244,other-vegetables,grapes,yogurt,domestic-eggs,cream-cheese-,butter
9244,9245,whipped/sour-cream,flower-(seeds),hamburger-meat,onions,frozen-vegetables,curd
9245,9246,pastry,spread-cheese,chewing-gum,coffee,specialty-chocolate,dishes
9246,9247,make-up-remover,misc.-beverages,salty-snack,long-life-bakery-product,soap,dog-food
9247,9248,cookware,liqueur,shopping-bags,berries,pork,napkins
9248,9249,candles,pip-fruit,specialty-fat,potato-products,specialty-bar,waffles
9249,9250,cream-cheese-,whipped/sour-cream,dessert,white-bread,ham,berries
9250,9251,liquor,prosecco,rubbing-alcohol,hygiene-articles,dishes,light-bulbs
9251,9252,meat,frankfurter,margarine,pastry,soda,bottled-beer
9252,9253,specialty-cheese,dishes,cream-cheese-,soft-cheese,root-vegetables,butter-milk
9253,9254,sliced-cheese,zwieback,rolls/buns,cream,shopping-bags,meat
9254,9255,frankfurter,sausage,spread-cheese,newspapers,bathroom-cleaner,soda
9255,9256,tidbits,nut-snack,organic-products,canned-vegetables,dog-food,photo/film
9256,9257,cookware,tropical-fruit,frozen-meals,butter-milk,citrus-fruit,spices
9257,9258,toilet-cleaner,frozen-chicken,specialty-vegetables,frankfurter,sausage,spread-cheese
9258,9259,brown-bread,semi-finished-bread,rolls/buns,waffles,candles,artif.-sweetener
9259,9260,rice,pickled-vegetables,meat,canned-vegetables,herbs,rolls/buns
9260,9261,chocolate-marshmallow,pastry,chewing-gum,bottled-water,cake-bar,rolls/buns
9261,9262,rolls/buns,pickled-vegetables,mustard,meat,frozen-potato-products,cereals
9262,9263,cake-bar,canned-beer,sausage,spread-cheese,chewing-gum,shopping-bags
9263,9264,root-vegetables,pork,domestic-eggs,flower-(seeds),hamburger-meat,meat
9264,9265,dish-cleaner,ketchup,rubbing-alcohol,skin-care,napkins,vinegar
9265,9266,liquor,sparkling-wine,bottled-beer,rubbing-alcohol,canned-beer,prosecco
9266,9267,frankfurter,sausage,spread-cheese,newspapers,soda,tidbits
9267,9268,tea,turkey,yogurt,whole-milk,dessert,whipped/sour-cream
9268,9269,herbs,beef,packaged-fruit/vegetables,onions,other-vegetables,rice
9269,9270,curd,cream-cheese-,spread-cheese,berries,soft-cheese,beverages
9270,9271,spread-cheese,frankfurter,soda,sliced-cheese,shopping-bags,meat
9271,9272,kitchen-towels,liver-loaf,tea,pet-care,yogurt,curd-cheese
9272,9273,tropical-fruit,cream-cheese-,margarine,sliced-cheese,beef,whole-milk
9273,9274,skin-care,soft-cheese,whole-milk,ready-soups,UHT-milk,cooking-chocolate
9274,9275,ice-cream,shopping-bags,misc.-beverages,bottled-water,candy,semi-finished-bread
9275,9276,liver-loaf,vinegar,dishes,herbs,beef,meat-spreads
9276,9277,citrus-fruit,margarine,nuts/prunes,grapes,whole-milk,butter-milk
9277,9278,root-vegetables,chicken,herbs,frozen-vegetables,roll-products-,frozen-fish
9278,9279,salty-snack,candy,condensed-milk,specialty-bar,misc.-beverages,chocolate
9279,9280,chocolate-marshmallow,specialty-bar,snack-products,chocolate,tidbits,salty-snack
9280,9281,rubbing-alcohol,rum,flower-(seeds),organic-sausage,jam,specialty-fat
9281,9282,condensed-milk,canned-beer,white-wine,soda,seasonal-products,spread-cheese
9282,9283,flour,baking-powder,salt,roll-products-,seasonal-products,margarine
9283,9284,cling-film/bags,female-sanitary-products,cleaner,pudding-powder,detergent,salty-snack
9284,9285,popcorn,bathroom-cleaner,sparkling-wine,baby-food,herbs,beef
9285,9286,photo/film,rice,chicken,pickled-vegetables,dishes,yogurt
9286,9287,Instant-food-products,pasta,sauces,brown-bread,candles,waffles
9287,9288,sliced-cheese,rolls/buns,cream,shopping-bags,meat,male-cosmetics
9288,9289,butter-milk,newspapers,soda,yogurt,beverages,bottled-water
9289,9290,tropical-fruit,grapes,male-cosmetics,UHT-milk,cookware,fruit/vegetable-juice
9290,9291,popcorn,meat,spread-cheese,finished-products,make-up-remover,specialty-bar
9291,9292,instant-coffee,sausage,shopping-bags,chewing-gum,canned-beer,pastry
9292,9293,hard-cheese,sliced-cheese,processed-cheese,rubbing-alcohol,sound-storage-medium,rum
9293,9294,newspapers,soda,white-wine,frankfurter,spread-cheese,bottled-beer
9294,9295,hygiene-articles,dishes,light-bulbs,photo/film,decalcifier,organic-sausage
9295,9296,long-life-bakery-product,cat-food,waffles,specialty-chocolate,specialty-bar,curd
9296,9297,sauces,meat,spread-cheese,UHT-milk,meat-spreads,frankfurter
9297,9298,chocolate-marshmallow,male-cosmetics,soda,misc.-beverages,meat,hard-cheese
9298,9299,Instant-food-products,sauces,pasta,candles,potato-products,specialty-bar
9299,9300,sugar,domestic-eggs,pip-fruit,tropical-fruit,oil,butter
9300,9301,cookware,liqueur,shopping-bags,berries,pork,napkins
9301,9302,frozen-dessert,ready-soups,frozen-fish,pasta,kitchen-towels,cereals
9302,9303,root-vegetables,pork,grapes,herbs,turkey,brown-bread
9303,9304,soda,hard-cheese,brown-bread,cream,white-wine,processed-cheese
9304,9305,tropical-fruit,frankfurter,instant-coffee,soda,beverages,soft-cheese
9305,9306,Instant-food-products,pasta,canned-vegetables,citrus-fruit,tropical-fruit,grapes
9306,9307,pot-plants,ice-cream,liqueur,berries,preservation-products,whisky
9307,9308,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
9308,9309,processed-cheese,dessert,fruit/vegetable-juice,pastry,pork,ham
9309,9310,dishes,roll-products-,vinegar,cat-food,beef,herbs
9310,9311,sausage,specialty-chocolate,spread-cheese,beverages,seasonal-products,newspapers
9311,9312,packaged-fruit/vegetables,frozen-meals,tropical-fruit,semi-finished-bread,grapes,citrus-fruit
9312,9313,zwieback,vinegar,sauces,liquor-(appetizer),roll-products-,dog-food
9313,9314,chocolate-marshmallow,specialty-bar,snack-products,chocolate,tidbits,salty-snack
9314,9315,cereals,curd,domestic-eggs,pot-plants,butter,pastry
9315,9316,cereals,curd,domestic-eggs,pot-plants,butter,pastry
9316,9317,herbs,beef,packaged-fruit/vegetables,onions,other-vegetables,rice
9317,9318,whole-milk,soft-cheese,yogurt,cream-cheese-,butter,domestic-eggs
9318,9319,root-vegetables,frozen-fish,seasonal-products,frozen-meals,berries,cat-food
9319,9320,sauces,make-up-remover,fish,brown-bread,pork,napkins
9320,9321,white-wine,male-cosmetics,bottled-beer,UHT-milk,misc.-beverages,soda
9321,9322,whisky,curd,cream-cheese-,spread-cheese,berries,soft-cheese
9322,9323,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
9323,9324,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
9324,9325,white-wine,red/blush-wine,liquor,canned-beer,liquor-(appetizer),UHT-milk
9325,9326,candles,pip-fruit,grapes,brown-bread,domestic-eggs,semi-finished-bread
9326,9327,white-wine,male-cosmetics,bottled-beer,misc.-beverages,soda,packaged-fruit/vegetables
9327,9328,butter,cereals,margarine,hygiene-articles,root-vegetables,oil
9328,9329,pork,citrus-fruit,grapes,semi-finished-bread,brown-bread,shopping-bags
9329,9330,prosecco,liquor,red/blush-wine,liquor-(appetizer),canned-fruit,tea
9330,9331,other-vegetables,root-vegetables,beef,frozen-fish,frozen-vegetables,chicken
9331,9332,frankfurter,soda,meat,semi-finished-bread,kitchen-towels,chewing-gum
9332,9333,shopping-bags,beverages,pastry,other-vegetables,sausage,candy
9333,9334,hamburger-meat,root-vegetables,pork,herbs,canned-fish,pickled-vegetables
9334,9335,curd,cream-cheese-,soft-cheese,specialty-cheese,root-vegetables,whole-milk
9335,9336,cookware,liqueur,shopping-bags,berries,pork,napkins
9336,9337,canned-beer,white-wine,brandy,specialty-chocolate,liquor,coffee
9337,9338,softener,processed-cheese,ham,sweet-spreads,frozen-vegetables,long-life-bakery-product
9338,9339,hygiene-articles,light-bulbs,liquor,photo/film,decalcifier,zwieback
9339,9340,cling-film/bags,sparkling-wine,condensed-milk,flower-soil/fertilizer,baby-cosmetics,kitchen-towels
9340,9341,instant-coffee,whole-milk,bottled-water,butter,napkins,sausage
9341,9342,beverages,shopping-bags,specialty-bar,instant-coffee,waffles,sausage
9342,9343,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
9343,9344,whisky,liquor,liquor-(appetizer),red/blush-wine,prosecco,nuts/prunes
9344,9345,whisky,liquor,liquor-(appetizer),red/blush-wine,prosecco,nuts/prunes
9345,9346,UHT-milk,meat-spreads,sweet-spreads,instant-coffee,Instant-food-products,pet-care
9346,9347,chocolate,waffles,semi-finished-bread,beverages,brown-bread,rolls/buns
9347,9348,mayonnaise,flower-(seeds),rice,oil,herbs,beef
9348,9349,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
9349,9350,hair-spray,zwieback,liquor-(appetizer),fish,liquor,ice-cream
9350,9351,instant-coffee,spread-cheese,bottled-water,fruit/vegetable-juice,dessert,specialty-bar
9351,9352,canned-beer,chewing-gum,ice-cream,specialty-bar,shopping-bags,misc.-beverages
9352,9353,nuts/prunes,liquor-(appetizer),dental-care,ice-cream,male-cosmetics,instant-coffee
9353,9354,chocolate,waffles,shopping-bags,brown-bread,semi-finished-bread,beverages
9354,9355,root-vegetables,berries,pip-fruit,butter,domestic-eggs,frozen-vegetables
9355,9356,mustard,popcorn,soft-cheese,nut-snack,butter-milk,rolls/buns
9356,9357,male-cosmetics,liquor-(appetizer),liqueur,shopping-bags,red/blush-wine,white-wine
9357,9358,shopping-bags,whipped/sour-cream,berries,pork,napkins,hygiene-articles
9358,9359,liquor,chewing-gum,canned-beer,white-wine,popcorn,shopping-bags
9359,9360,flower-soil/fertilizer,softener,honey,decalcifier,house-keeping-products,soap
9360,9361,red/blush-wine,white-wine,canned-beer,bottled-beer,soda,misc.-beverages
9361,9362,red/blush-wine,prosecco,liquor-(appetizer),tea,white-wine,bottled-water
9362,9363,photo/film,hygiene-articles,cereals,processed-cheese,dishes,white-bread
9363,9364,rubbing-alcohol,skin-care,napkins,canned-fruit,softener,photo/film
9364,9365,tea,nuts/prunes,turkey,ice-cream,yogurt,whole-milk
9365,9366,whole-milk,hygiene-articles,whipped/sour-cream,ham,turkey,citrus-fruit
9366,9367,root-vegetables,onions,dishes,pork,specialty-cheese,chicken
9367,9368,softener,preservation-products,cookware,prosecco,tropical-fruit,frozen-meals
9368,9369,sauces,make-up-remover,fish,brown-bread,pork,napkins
9369,9370,candy,waffles,chocolate-marshmallow,nuts/prunes,long-life-bakery-product,finished-products
9370,9371,soda,frankfurter,meat,coffee,pastry,sliced-cheese
9371,9372,curd,cream-cheese-,spread-cheese,berries,soft-cheese,beverages
9372,9373,nuts/prunes,ice-cream,instant-coffee,cereals,curd,domestic-eggs
9373,9374,vinegar,roll-products-,dog-food,pudding-powder,dish-cleaner,ketchup
9374,9375,soft-cheese,domestic-eggs,other-vegetables,root-vegetables,chicken,curd
9375,9376,liquor,red/blush-wine,condensed-milk,specialty-vegetables,prosecco,liquor-(appetizer)
9376,9377,cereals,yogurt,frozen-dessert,dessert,whipped/sour-cream,frozen-fish
9377,9378,make-up-remover,kitchen-towels,chewing-gum,ready-soups,hygiene-articles,dishes
9378,9379,meat,mustard,pastry,sliced-cheese,soda,shopping-bags
9379,9380,berries,pudding-powder,baking-powder,frozen-fruits,curd,instant-coffee
9380,9381,liver-loaf,frozen-dessert,instant-coffee,chicken,frozen-chicken,packaged-fruit/vegetables
9381,9382,berries,pudding-powder,baking-powder,frozen-fruits,curd,instant-coffee
9382,9383,potato-products,mustard,pickled-vegetables,frozen-potato-products,artif.-sweetener,nut-snack
9383,9384,popcorn,margarine,hygiene-articles,soft-cheese,misc.-beverages,oil
9384,9385,instant-coffee,liver-loaf,seasonal-products,frozen-meals,frozen-fish,packaged-fruit/vegetables
9385,9386,hygiene-articles,dishes,light-bulbs,photo/film,decalcifier,house-keeping-products
9386,9387,instant-coffee,beef,bottled-water,UHT-milk,fruit/vegetable-juice,curd
9387,9388,white-wine,male-cosmetics,bottled-beer,UHT-milk,misc.-beverages,soda
